Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6,Name_original,Lastname,First_and_middle,Firstname,Date_original,Zipcode
MACROMOLECULAR STRUCTURE AND FUNCTION C STUDY SECTION,MSFC,6/10/2021,"TAYLOR, DAVID W",ASSISTANT PROFESSOR AND CPRIT SCHOLAR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"TAYLOR, DAVID W, PHD*",TAYLOR,DAVID W,DAVID,06/10/21 - 06/11/21,78712
SOCIAL SCIENCES AND POPULATION STUDIES A STUDY SECTION,SSPA,10/5/2021,"THOMEER MCBRIDE, MIEKE BETH",ASSOCIATE PROFESSOR,DEPARTMENT OF SOCIOLOGY,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"BIRMINGHAM, AL, 35294",,,,"THOMEER MCBRIDE, MIEKE BETH, PHD*",THOMEER MCBRIDE,MIEKE BETH,MIEKE,10/05/21 - 10/06/21,35294
SOCIAL SCIENCES AND POPULATION STUDIES B STUDY SECTION,SSPB,2/17/2022,"THOMEER MCBRIDE, MIEKE BETH",ASSOCIATE PROFESSOR,DEPARTMENT OF SOCIOLOGY,UNIVERSITY OF ALABAMA AT BIRMINGHAM,"HOMEWOOD, AL, 35209",,,,"THOMEER MCBRIDE, MIEKE BETH, PHD*",THOMEER MCBRIDE,MIEKE BETH,MIEKE,02/17/22 - 02/18/22,35209
"SOCIAL PSYCHOLOGY, PERSONALITY AND INTERPERSONAL PROCESSES STUDY SECTION",SPIP,10/19/2023,"TIMMONS, ADELA",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHOLOGY,COLLEGE OF LIBERAL ARTS,UNIVERSITY OF TEXAS,"AUSTIN,       TX,       78712",,,"TIMMONS, ADELA, PHD",TIMMONS,ADELA,ADELA,10/19/2023,78712
MECHANISMS OF CANCER THERAPEUTICS C STUDY SECTION ,MCTC,10/26/2023,"TIZIANI, STEFANO",ASSOCIATE PROFESSOR,DEPARTMENT OF NUTRITIONAL SCIENCES,DELL PEDIATRIC RESEARCH INSTITUTE,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78723",,"TIZIANI, STEFANO, PHD",TIZIANI,STEFANO,STEFANO,10/26/2023,78723
CANCER IMMUNOPATHOLOGY AND IMMUNOTHERAPY STUDY SECTION,CII,6/23/2022,"TRIPLETT, TODD",ASSISTANT PROFESSOR,DEPARTMENT OF ONCOLOGY,UNIVERSITY OF TEXAS,"AUSTIN, TX, 78712",,,,"TRIPLETT, TODD,  PHD*",TRIPLETT,TODD,TODD,06/23/22 -,78712
IMAGING PROBES AND CONTRAST AGENTS STUDY SECTION,IPCA,10/13/2022,"TUNNELL, JAMES W",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"TUNNELL, JAMES W,  PHD*",TUNNELL,JAMES W,JAMES,10/13/22 -,78712
DEVELOPMENT - 1 STUDY SECTION,DEV1,10/20/2021,"URIBE, ROSA A",ASSISTANT PROFESSOR,DEPARTMENT OF BIOSCIENCES,WIESS SCHOOL OF NATURAL SCIENCES,RICE UNIVERSITY,"HOUSTON, TX, 77005",,,"URIBE, ROSA A, PHD*",URIBE,ROSA A,ROSA,10/20/21 - 10/21/21,77005
MOLECULAR NEUROGENETICS STUDY SECTION,MNG,10/14/2021,"VOGEL, CHRISTINE",ASSOCIATE PROFESSOR,CENTER FOR GENOMICS AND SYSTEMS BIOLOGY,NEW YORK UNIVERSITY,"NEW YORK, NY, 10003",,,,"VOGEL, CHRISTINE, PHD*",VOGEL,CHRISTINE,CHRISTINE,10/14/21 - 10/15/21,10003
MOLECULAR NEUROGENETICS STUDY SECTION,MNG,10/13/2022,"VOGEL, CHRISTINE",ASSOCIATE PROFESSOR,CENTER FOR GENOMICS AND SYSTEMS BIOLOGY,NEW YORK UNIVERSITY,"NEW YORK, NY, 10003",,,,"VOGEL, CHRISTINE,  DSC,  PHD",VOGEL,CHRISTINE,CHRISTINE,10/13/22 -,10003
MOLECULAR NEUROGENETICS STUDY SECTION,MNG,6/8/2023,"VOGEL, CHRISTINE",ASSOCIATE PROFESSOR,CENTER FOR GENOMICS AND SYSTEMS BIOLOGY,NEW YORK UNIVERSITY,"NEW YORK, NY, 10003",,,,"VOGEL, CHRISTINE,  PHD",VOGEL,CHRISTINE,CHRISTINE,6/8/2023,10003
BEHAVIORAL GENETICS AND EPIDEMIOLOGY STUDY SECTION,BGES,10/19/2021,"WALKER, STEPHEN",ASSOCIATE PROFESSOR,INSTITUTE FOR REGENERATIVE MEDICINE ,WAKE FOREST UNIVERSITY HEALTH SCIENCES,"WINSTON-SALEM, NC, 27101",,,,"WALKER, STEPHEN, PHD, MS",WALKER,STEPHEN,STEPHEN,10/19/21 - 10/20/21,27101
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,6/16/2022,"WALKER, STEPHEN",PROFESSOR,INSTITUTE FOR REGENERATIVE MEDICINE ,WAKE FOREST UNIVERSITY HEALTH SCIENCES,"WINSTON-SALEM, NC, 27101",,,,"WALKER, STEPHEN,  PHD,  MS*",WALKER,STEPHEN,STEPHEN,06/16/22 -,27101
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,10/13/2022,"WALKER, STEPHEN",ASSOCIATE PROFESSOR,INSTITUTE FOR REGENERATIVE MEDICINE,WAKE FOREST UNIVERSITY SCHOOL OF MEDICINE,"WINSTON-SALEM, NC, 27101",,,,"WALKER, STEPHEN,  PHD",WALKER,STEPHEN,STEPHEN,10/13/22 -,27101
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,2/16/2023,"WALKER, STEPHEN",ASSOCIATE PROFESSOR,INSTITUTE FOR REGENERATIVE MEDICINE,WAKE FOREST UNIVERSITY SCHOOL OF MEDICINE,"WINSTON-SALEM, NC, 27101",,,,"WALKER, STEPHEN,  PHD",WALKER,STEPHEN,STEPHEN,2/16/2023,27101
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,6/15/2023,"WALKER, STEPHEN",ASSOCIATE PROFESSOR,INSTITUTE FOR REGENERATIVE MEDICINE,WAKE FOREST UNIVERSITY SCHOOL OF MEDICINE,"WINSTON-SALEM, NC, 27101",,,,"WALKER, STEPHEN,  PHD",WALKER,STEPHEN,STEPHEN,6/15/2023,27101
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,10/12/2023,"WALKER, STEPHEN",ASSOCIATE PROFESSOR,INSTITUTE FOR REGENERATIVE MEDICINE,SCHOOL OF MEDICINE,WAKE FOREST UNIVERSITY,"WINSTON-SALEM,       NC,       27101",,,"WALKER, STEPHEN, PHD",WALKER,STEPHEN,STEPHEN,10/12/2023,27101
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,2/14/2024,"WALKER, STEPHEN",ASSOCIATE PROFESSOR,INSTITUTE FOR REGENERATIVE MEDICINE,SCHOOL OF MEDICINE,WAKE FOREST UNIVERSITY,"WINSTON-SALEM,       NC,       27101",,,"WALKER, STEPHEN, PHD",WALKER,STEPHEN,STEPHEN,2/14/2024,27101
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,6/13/2024,"WALKER, STEPHEN",ASSOCIATE PROFESSOR,INSTITUTE FOR REGENERATIVE MEDICINE,SCHOOL OF MEDICINE,WAKE FOREST UNIVERSITY,"WINSTON-SALEM,       NC,       27101",,,"WALKER, STEPHEN, PHD",WALKER,STEPHEN,STEPHEN,6/13/2024,27101
CHRONIC DYSFUNCTION AND INTEGRATIVE NEURODEGENERATION STUDY SECTION,CDIN,6/10/2021,"WANG, JUN",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK, NY, 10029",,,,"WANG, JUN, PHD*",WANG,JUN,JUN,06/10/21 - 06/11/21,10029
"MOTOR FUNCTION, SPEECH AND REHABILITATION STUDY SECTION",MFSR,2/7/2022,"WANG, JUN",ASSOCIATE PROFESSOR,"DEPARTMENT OF SPEECH, LANGUAGE",AND HEARING SCIENCE,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"WANG, JUN, PHD*",WANG,JUN,JUN,02/07/22 - 02/08/22,78712
INSTRUMENTATION AND SYSTEMS DEVELOPMENT STUDY SECTION,ISD,2/23/2022,"WANG, JUN",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,STONY BROOK UNIVERSITY,STATE UNIVERSITY OF NEW YORK,"STONY BROOK, NY, 11794",,,"WANG, JUN, PHD*",WANG,JUN,JUN,02/23/22 - 02/24/22,11794
NEUROTOXICOLOGY AND ALCOHOL STUDY SECTION,NAL,6/2/2022,"WANG, JUN",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE AND EXPERIMENTAL,THERAPEUTICS,COLLEGE OF MEDICINE,TEXAS A&amp;M UNIVERSITY HEALTH SCIENCE CENTER,"BRYAN, TX, 77807",,"WANG, JUN,  PHD*",WANG,JUN,JUN,06/02/22 -,77807
NEUROTOXICOLOGY AND ALCOHOL STUDY SECTION,NAL,10/10/2023,"WANG, JUN",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE AND EXPERIMENTAL,THERAPEUTICS,COLLEGE OF MEDICINE,TEXAS A&M UNIVERSITY HEALTH SCIENCE CENTER,"BRYAN,       TX,       77807",,"WANG, JUN, PHD",WANG,JUN,JUN,10/10/2023,77807
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,2/7/2024,"WANG, JUN",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE AND EXPERIMENTAL,THERAPEUTICS,COLLEGE OF MEDICINE,TEXAS A&M UNIVERSITY HEALTH SCIENCE CENTER,"BRYAN,       TX,       77807",,"WANG, JUN, PHD",WANG,JUN,JUN,2/7/2024,77807
"NEURODIFFERENTIATION, PLASTICITY, REGENERATION AND RHYTHMICITY STUDY SECTION",NDPR,2/26/2024,"WANG, JUN",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGY,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK,       NY,       10029",,,,"WANG, JUN, PHD",WANG,JUN,JUN,2/26/2024,10029
HIV/AIDS INTRA- AND INTER-PERSONAL DETERMINANTS AND BEHAVIORAL INTERVENTIONS STUDY SECTION,HIBI,11/8/2023,"WANG, YAN",ASSISTANT PROFESSOR,DEPARTMENT OF EPIDEMIOLOGY,UNIVERSITY OF FLORIDA,"GAINSVILLE,       FL,       32610",,,,"WANG, YAN, PHD",WANG,YAN,YAN,11/8/2023,32610
"ORAL, DENTAL AND CRANIOFACIAL SCIENCES STUDY SECTION",ODCS,6/27/2024,"WANG, YAN",ADJUNCT ASSISTANT PROFESSOR,SECTION OF PUBLIC AND POPULATION HEALTH,SCHOOL OF DENTISTRY,"UNIVERSITY OF CALIFORNIA, LOS ANGELES","LOS ANGELES,       CA,       90095",,,"WANG, YAN, PHD",WANG,YAN,YAN,6/27/2024,90095
"PSYCHOSOCIAL DEVELOPMENT, RISK AND PREVENTION STUDY SECTION",PDRP,6/3/2021,"WANG, YIJIE",ASSISTANT PROFESSOR,DEPARTMENT OF HUMAN DEVELOPMENT AND,FAMILY STUDIES,MICHIGAN STATE UNIVERSITY,"EAST LANSING, MI, 48824",,,"WANG, YIJIE, PHD*",WANG,YIJIE,YIJIE,06/03/21 - 06/04/21,48824
"PSYCHOSOCIAL DEVELOPMENT, RISK AND PREVENTION STUDY SECTION",PDRP,10/7/2021,"WANG, YIJIE",ASSISTANT PROFESSOR,DEPARTMENT OF HUMAN DEVELOPMENT AND FAMILY STUDIES,MICHIGAN STATE UNIVERSITY,"EAST LANSING, MI, 48824",,,,"WANG, YIJIE, PHD*",WANG,YIJIE,YIJIE,10/07/21 - 10/08/21,48824
"PSYCHOSOCIAL DEVELOPMENT, RISK AND PREVENTION STUDY SECTION",PDRP,6/2/2022,"WANG, YIJIE",ASSISTANT PROFESSOR,DEPARTMENT OF HUMAN DEVELOPMENT AND FAMILY STUDIES,MICHIGAN STATE UNIVERSITY,"EAST LANSING, MI, 48824",,,,"WANG, YIJIE,  PHD*",WANG,YIJIE,YIJIE,06/02/22 -,48824
"PSYCHOSOCIAL DEVELOPMENT, RISK AND PREVENTION STUDY SECTION",PDRP,6/1/2023,"WANG, YIJIE",ASSISTANT PROFESSOR,DEPARTMENT OF HUMAN DEVELOPMENT AND FAMILY STUDIES,MICHIGAN STATE UNIVERSITY,"EAST LANSING, MI, 48824",,,,"WANG, YIJIE,  PHD*",WANG,YIJIE,YIJIE,6/1/2023,48824
SOCIAL SCIENCES AND POPULATION STUDIES A STUDY SECTION,SSPA,10/18/2022,"WEITZMAN, ABIGAIL MAE",ASSISTANT PROFESSOR,DEPARTMENT OF SOCIOLOGY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"WEITZMAN, ABIGAIL MAE,  PHD*",WEITZMAN,ABIGAIL MAE,ABIGAIL,10/18/22 -,78712
SOCIAL SCIENCES AND POPULATION STUDIES B STUDY SECTION,SSPB,6/13/2024,"WEITZMAN, ABIGAIL MAE",ASSOCIATE PROFESSOR,DEPARTMENT OF SOCIOLOGY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"WEITZMAN, ABIGAIL  MAE, PHD",WEITZMAN,ABIGAIL MAE,ABIGAIL,6/13/2024,78712
NEUROBIOLOGY OF MOTIVATED BEHAVIOR STUDY SECTION,NMB,11/4/2021,"WETHERILL, REAGAN R",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHIATRY,PERELMAN SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA, PA, 19104",,,"WETHERILL, REAGAN R, PHD*",WETHERILL,REAGAN R,REAGAN,11/04/21 - 11/05/21,19104
"NEURAL BASIS OF PSYCHOPATHOLOGY, ADDICTIONS AND SLEEP DISORDERS STUDY SECTION",NPAS,2/17/2022,"WETHERILL, REAGAN R",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHIATRY,PERELMAN SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA, PA, 19104",,,"WETHERILL, REAGAN R, PHD*",WETHERILL,REAGAN R,REAGAN,02/17/22 - 02/18/22,19104
PROKARYOTIC CELL AND MOLECULAR BIOLOGY STUDY SECTION,PCMB,2/7/2022,"WHITELEY, MARVIN",PROFESSOR,SCHOOL OF BIOLOGICAL SCIENCES,GEORGIA INSTITUTE OF TECHNOLOGY,"ATLANTA, GA, 30332",,,,"WHITELEY, MARVIN, PHD",WHITELEY,MARVIN,MARVIN,02/07/22 - 02/08/22,30332
PROKARYOTIC CELL AND MOLECULAR BIOLOGY STUDY SECTION,PCMB,10/27/2022,"WHITELEY, MARVIN",PROFESSOR,SCHOOL OF BIOLOGICAL SCIENCES,GEORGIA INSTITUTE OF TECHNOLOGY,"ATLANTA, GA, 30332",,,,"WHITELEY, MARVIN,  PHD",WHITELEY,MARVIN,MARVIN,10/27/2022,30332
PROKARYOTIC CELL AND MOLECULAR BIOLOGY STUDY SECTION,PCMB,2/13/2023,"WHITELEY, MARVIN",PROFESSOR,SCHOOL OF BIOLOGICAL SCIENCES,GEORGIA INSTITUTE OF TECHNOLOGY,"ATLANTA, GA, 30332",,,,"WHITELEY, MARVIN,  PHD",WHITELEY,MARVIN,MARVIN,2/13/2023,30332
PROKARYOTIC CELL AND MOLECULAR BIOLOGY STUDY SECTION,PCMB,6/5/2023,"WHITELEY, MARVIN",PROFESSOR,SCHOOL OF BIOLOGICAL SCIENCES,GEORGIA INSTITUTE OF TECHNOLOGY,"ATLANTA, GA, 30332",,,,"WHITELEY, MARVIN,  PHD",WHITELEY,MARVIN,MARVIN,6/5/2023,30332
LIFESTYLE CHANGE AND BEHAVIORAL HEALTH STUDY SECTION,LCBH,2/15/2024,"WIDEN, ELIZABETH MARIE",ASSISTANT PROFESSOR,DEPARTMENT OF NUTRITIONAL SCIENCES,SCHOOL OF HUMAN ECOLOGY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"WIDEN, ELIZABETH  MARIE, PHD",WIDEN,ELIZABETH MARIE,ELIZABETH,2/15/2024,78712
GENETIC VARIATION AND EVOLUTION STUDY SECTION,GVE,10/20/2022,"WILKE, CLAUS O",PROFESSOR AND DEPARTMENT CHAIR,DEPARTMENT OF INTEGRATIVE BIOLOGY,INSTITUTE OF CELLULAR AND MOLECULAR BIOLOGY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"WILKE, CLAUS O,  PHD",WILKE,CLAUS O,CLAUS,10/20/22 -,78712
GENETIC VARIATION AND EVOLUTION STUDY SECTION,GVE,2/15/2023,"WILKE, CLAUS O",PROFESSOR AND DEPARTMENT CHAIR,DEPARTMENT OF INTEGRATIVE BIOLOGY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"WILKE, CLAUS O,  PHD",WILKE,CLAUS O,CLAUS,2/15/2023,78712
GENETIC VARIATION AND EVOLUTION STUDY SECTION,GVE,6/13/2023,"WILKE, CLAUS O",PROFESSOR AND DEPARTMENT CHAIR,DEPARTMENT OF INTEGRATIVE BIOLOGY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"WILKE, CLAUS O,  PHD",WILKE,CLAUS O,CLAUS,6/13/2023,78712
GENETIC VARIATION AND EVOLUTION STUDY SECTION,GVE,10/19/2023,"WILKE, CLAUS O",PROFESSOR,DEPARTMENT OF INTEGRATIVE BIOLOGY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"WILKE, CLAUS  O, PHD",WILKE,CLAUS O,CLAUS,10/19/2023,78712
GENETIC VARIATION AND EVOLUTION STUDY SECTION,GVE,2/15/2024,"WILKE, CLAUS O",PROFESSOR,DEPARTMENT OF INTEGRATIVE BIOLOGY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"WILKE, CLAUS  O, PHD",WILKE,CLAUS O,CLAUS,2/15/2024,78712
GENETIC VARIATION AND EVOLUTION STUDY SECTION,GVE,6/17/2024,"WILKE, CLAUS O",PROFESSOR,DEPARTMENT OF INTEGRATIVE BIOLOGY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"WILKE, CLAUS  O, PHD",WILKE,CLAUS O,CLAUS,6/17/2024,78712
ENVIRONMENTAL DETERMINANTS OF DISEASE STUDY SECTION ,EDD,2/8/2024,"WRIGHT, CASEY W",ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACOLOGY AND TOXICOLOGY,UNIVERSITY OF TEXAS MEDICAL BRANCH,"GALVESTON,       TX,       77555",,,,"WRIGHT, CASEY  W, PHD",WRIGHT,CASEY W,CASEY,2/8/2024,77555
CANCER MOLECULAR PATHOBIOLOGY STUDY SECTION,CAMP,2/22/2022,"XHEMALCE, BLERTA",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,COLLEGE OF NATURAL SCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"XHEMALCE, BLERTA, PHD*",XHEMALCE,BLERTA,BLERTA,02/22/22 - 02/23/22,78712
TUMOR PROGRESSION AND METASTASIS STUDY SECTION,TPM,6/15/2021,"XIN, LI",PROFESSOR,DEPARTMENTS OF UROLOGY AND GENOME SCIENCE,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98109",,,,"XIN, LI, PHD",XIN,LI,LI,06/15/21 - 06/16/21,98109
TUMOR PROGRESSION AND METASTASIS STUDY SECTION,TPM,10/13/2021,"XIN, LI",PROFESSOR,DEPARTMENTS OF UROLOGY AND GENOME SCIENCE,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98109",,,,"XIN, LI, PHD",XIN,LI,LI,10/13/21 - 10/14/21,98109
TUMOR PROGRESSION AND METASTASIS STUDY SECTION,TPM,2/17/2022,"XIN, LI",PROFESSOR,DEPARTMENTS OF UROLOGY AND GENOME SCIENCE,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98109",,,,"XIN, LI, PHD",XIN,LI,LI,02/17/22 - 02/18/22,98109
TUMOR PROGRESSION AND METASTASIS STUDY SECTION,TPM,6/16/2022,"XIN, LI",PROFESSOR,DEPARTMENTS OF UROLOGY AND GENOME SCIENCE,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98109",,,,"XIN, LI,  PHD",XIN,LI,LI,06/16/22 -,98109
"TUMOR EVOLUTION, HETEROGENEITY AND METASTASIS STUDY SECTION",TEHM,10/27/2022,"XIN, LI",PROFESSOR AND PRITT FAMILY ENDOWED CHAIR,DEPARTMENT OF UROLOGY,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98109",,,,"XIN, LI,  PHD",XIN,LI,LI,10/27/2022,98109
"TUMOR EVOLUTION, HETEROGENEITY AND METASTASIS STUDY SECTION",TEHM,2/28/2023,"XIN, LI",PROFESSOR AND PRITT FAMILY ENDOWED CHAIR,DEPARTMENT OF UROLOGY,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98109",,,,"XIN, LI,  PHD",XIN,LI,LI,2/28/2023,98109
"TUMOR EVOLUTION, HETEROGENEITY AND METASTASIS STUDY SECTION",TEHM,6/21/2023,"XIN, LI",PROFESSOR AND PRITT FAMILY ENDOWED CHAIR,DEPARTMENT OF UROLOGY,UNIVERSITY OF WASHINGTON,"SEATTLE, WA, 98109",,,,"XIN, LI,  PHD",XIN,LI,LI,6/21/2023,98109
NEURAL OXIDATIVE METABOLISM AND DEATH STUDY SECTION,NOMD,11/8/2021,"XU, YING",RESEARCH ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACEUTICAL SCIENCES,SCHOOL OF PHARMACY,AND PHARMACEUTICAL SCIENCES,UNIVERSITY AT BUFFALO,"BUFFALO, NY, 14214",,"XU, YING, PHD, MD*",XU,YING,YING,11/08/21 - 11/10/21,14214
MOLECULAR GENETICS STUDY SECTION,MG,10/26/2023,"YANG, KUN",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMICAL BIOLOGY,AND MEDICINAL CHEMISTRY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"YANG, KUN, PHD",YANG,KUN,KUN,10/26/2023,78712
CHEMICAL SYNTHESIS AND BIOSYNTHESIS STUDY SECTION,CSB,6/27/2024,"YOUNG, MICHAEL C",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,"TOLEDO,       OH,       43606",,,,,"YOUNG, MICHAEL  C, PHD",YOUNG,MICHAEL C,MICHAEL,6/27/2024,43606
HUMAN COMPLEX MENTAL FUNCTION STUDY SECTION,HCMF,10/14/2021,"YU, CHEN",PROFESSOR,DEPARTMENT OF PSYCHOLOGY,"UNIVERSITY OF TEXAS, AUSTIN","AUSTIN, TX, 78746",,,,"YU, CHEN, PHD",YU,CHEN,CHEN,10/14/21 - 10/15/21,78746
HUMAN COMPLEX MENTAL FUNCTION STUDY SECTION,HCMF,6/16/2022,"YU, CHEN",PROFESSOR,DEPARTMENT OF PSYCHOLOGY,"UNIVERSITY OF TEXAS,  AUSTIN","AUSTIN, TX, 78746",,,,"YU, CHEN,  PHD",YU,CHEN,CHEN,06/16/22 -,78746
BIOLOGY AND DEVELOPMENT OF THE EYE STUDY SECTION,BDE,10/17/2022,"ZHANG, YAN",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR,AND CELL BIOLOGY,SCHOOL OF OPTOMETRY &amp; VISION SCIENCE,"UNIVERSITY OF CALIFORNIA,  BERKELEY","BERKELEY, CA, 94704",,"ZHANG, YAN,  MD,  PHD*",ZHANG,YAN,YAN,10/17/22 -,94704
MACROMOLECULAR STRUCTURE AND FUNCTION A STUDY SECTION,MSFA,6/7/2021,"ZHANG, YAN JESSIE",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,"AUSTIN, TX, 78712",,,,"ZHANG, YAN JESSIE, PHD",ZHANG,YAN JESSIE,YAN,06/07/21 - 06/08/21,78712
MACROMOLECULAR STRUCTURE AND FUNCTION A STUDY SECTION,MSFA,10/12/2021,"ZHANG, YAN JESSIE",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,"AUSTIN, TX, 78712",,,,"ZHANG, YAN JESSIE, PHD",ZHANG,YAN JESSIE,YAN,10/12/21 - 10/13/21,78712
MACROMOLECULAR STRUCTURE AND FUNCTION A STUDY SECTION,MSFA,6/6/2022,"ZHANG, YAN JESSIE",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,"AUSTIN, TX, 78712",,,,"ZHANG, YAN JESSIE,  PHD",ZHANG,YAN JESSIE,YAN,06/06/22 -,78712
MACROMOLECULAR STRUCTURE AND FUNCTION A STUDY SECTION,MSFA,10/25/2022,"ZHANG, YAN JESSIE",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,"AUSTIN, TX, 78712",,,,"ZHANG, YAN JESSIE,  PHD",ZHANG,YAN JESSIE,YAN,10/25/2022,78712
MACROMOLECULAR STRUCTURE AND FUNCTION A STUDY SECTION,MSFA,3/7/2023,"ZHANG, YAN JESSIE",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,"AUSTIN, TX, 78712",,,,"ZHANG, YAN JESSIE,  PHD",ZHANG,YAN JESSIE,YAN,3/7/2023,78712
MACROMOLECULAR STRUCTURE AND FUNCTION A STUDY SECTION,MSFA,6/6/2023,"ZHANG, YAN JESSIE",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,"AUSTIN, TX, 78712",,,,"ZHANG, YAN JESSIE,  PHD",ZHANG,YAN JESSIE,YAN,6/6/2023,78712
MACROMOLECULAR STRUCTURE AND FUNCTION A STUDY SECTION,MSFA,10/3/2023,"ZHANG, YAN JESSIE",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,"AUSTIN,       TX,       78712",,,,"ZHANG, YAN  JESSIE, PHD",ZHANG,YAN JESSIE,YAN,10/3/2023,78712
MACROMOLECULAR STRUCTURE AND FUNCTION A STUDY SECTION,MSFA,2/27/2024,"ZHANG, YAN JESSIE",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS-AUSTIN,"AUSTIN,       TX,       78712",,,,"ZHANG, YAN  JESSIE, PHD",ZHANG,YAN JESSIE,YAN,2/27/2024,78712
