Section Name,Section Abbreviation,Date,Zipcode,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,94305,"STRAIGHT, AARON  F",PROFESSOR AND CHAIR,DEPARTMENTS OF BIOCHEMISTRY AND,SYSTEMS BIOLOGY,STANFORD UNIVERSITY,"STANFORD,       CA,       94305",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,95064,"BHALLA, NEEDHI",PROFESSOR,"DEPARTMENT OF MOLECULAR, CELL, AND",DEVELOPMENTAL BIOLOGY,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","SANTA CRUZ,       CA,       95064",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,64110,"BOUYAIN, SAMUEL",PROFESSOR,DIVISION OF BIOLOGICAL AND BIOMEDICAL SYSTEMS,SCHOOL OF SCIENCE AND ENGINEERING,UNIVERSITY OF MISSOURI-KANSAS CITY,"KANSAS CITY,       MO,       64110",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,48202,"CACERES, PAULO  SEBASTIAN",ASSISTANT PROFESSOR,DEPARTMENT OF PHYSIOLOGY,WAYNE STATE UNIVERSITY,"DETROIT,       MI,       48202",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,92182,"CAPELSON, MAYA",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGY,SAN DIEGO STATE UNIVERSITY,"SAN DIEGO,       CA,       92182",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,92037,"CATZ, SERGIO  DANIEL",PROFESSOR,DEPARTMENT OF MOLECULAR MEDICINE,THE SCRIPPS RESEARCH INSTITUTE,"LA JOLLA,       CA,       92037",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,2115,"FINLEY, DANIEL  J",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02115",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,14627,"GANGULY, ARCHAN",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSCIENCE,UNIVERSITY OF ROCHESTER,"ROCHESTER,       NY,       14627",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,98195,"HOPPINS, SUZANNE  C",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,UNIVERSITY OF WASHINGTON,"SEATTLE,       WA,       98195",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,37232,"JACKSON, LAUREN  PARKER",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,VANDERBILT UNIVERSITY,"NASHVILLE,       TN,       37232",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,75390,"KOBER, DANIEL  LUKE",ASSISTANT PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,UNIVERSITY OF TEXAS SOUTHWESTERN,"DALLAS,       TX,       75390",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,43210,"KUDRYASHOV, DMITRI",PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,OHIO STATE UNIVERSITY,"COLUMBUS,       OH,       43210",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,2118,"LAYNE, MATTHEW  D",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND CELL BIOLOGY,BOSTON UNIVERSITY SCHOOL OF MEDICINE,"BOSTON,       MA,       02118",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,30602,"LECHTRECK, KARL",PROFESSOR,DEPARTMENT OF CELLULAR BIOLOGY,UNIVERSITY OF GEORGIA,"ATHENS,       GA,       30602",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,72205,"LUPASHIN, VLADIMIR  V",PROFESSOR,DEPARTMENT OF PHYSIOLOGY AND BIOPHYSICS,COLLEGE OF MEDICINE,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,"LITTLE ROCK,       AR,       72205",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,44106,"MU, TINGWEI",ASSOCIATE PROFESSOR,"DEPARTMENTS OF PHYSIOLOGY, BIOPHYSICS, AND",NEUROSCIENCE,SCHOOL OF MEDICINE,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,       OH,       44106",
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,92093,"NIWA, MAHO  R",PROFESSOR,DIVISION OF BIOLOGICAL SCIENCES,MOLECULAR BIOLOGY SECTION,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","LA JOLLA,       CA,       92093",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,60153,"OAKES, PATRICK  WILLIAM",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL & MOLECULAR PHYSIOLOGY,LOYOLA UNIVERSITY CHICAGO STRITCH,SCHOOL OF MEDICINE,"MAYWOOD,       IL,       60153",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,14263,"PRAHLAD, VEENA",PROFESSOR OF ONCOLOGY,DEPARTMENT OF CELL STRESS BIOLOGY,ROSWELL PARK COMPREHENSIVE CANCER CENTER,"BUFFALO,       NY,       14263",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,2139,"SCHWARTZ, THOMAS",PROFESSOR,DEPARTMENT OF BIOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,"CAMBRIDGE,       MA,       02139",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,63110,"STRATMAN, AMBER  NICOLE",ASSISTANT PROFESSOR,DEPARTMENT OF OF CELL BIOLOGY & PHYSIOLOGY,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,"ST. LOUIS,       MO,       63110",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,48109,"WEISMAN, LOIS  S",PROFESSOR,DEPARTMENT OF CELL AND DEVELOPMENTAL BIOLOGY,LIFE SCIENCE INSTITUTE,UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,30605,"WELLS, LANCE",PROFESSOR AND DIRECTOR,DEPARTMENT OF BIOCHEMISTRY,AND MOLECULAR BIOLOGY,INTEGRATED LIFE SCIENCES PROGRAM,UNIVERSITY OF GEORGIA,"ATHENS,       GA,       30605",
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,95616,"WINEY, MARK",DEAN AND PROFESSOR,DEPARTMENT OF MOLECULAR AND CELLULAR BIOLOGY,COLLEGE OF BIOLOGICAL SCIENCES,"UNIVERSITY OF CALIFORNIA, DAVIS","DAVIS,       CA,       95616",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,20892,"SMITH, JESSICA",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,6701 ROCKLEDGE DRIVE,"BETHESDA,       MD,       20892",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,1/25/2024,20892,"HENDERSON, MARIAM  ",EXTRAMURAL SUPPORT ASSISTANT,THE CENTER FOR SCIENTIFIC REVIEW,THE NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,94305,"STRAIGHT, AARON  F",PROFESSOR AND CHAIR,DEPARTMENTS OF BIOCHEMISTRY AND,SYSTEMS BIOLOGY,STANFORD UNIVERSITY,"STANFORD,       CA,       94305",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,77843,"BANKAITIS, VYTAS  A",PROFESSOR,DEPARTMENT OF MOLECULAR AND,CELLULAR MEDICINE,TEXAS A&M UNIVERSITY,"COLLEGE STATION,       TX,       77843",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,95064,"BHALLA, NEEDHI",PROFESSOR,"DEPARTMENT OF MOLECULAR, CELL, AND",DEVELOPMENTAL BIOLOGY,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ","SANTA CRUZ,       CA,       95064",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,64110,"BOUYAIN, SAMUEL",PROFESSOR,DIVISION OF BIOLOGICAL AND BIOMEDICAL SYSTEMS,SCHOOL OF SCIENCE AND ENGINEERING,UNIVERSITY OF MISSOURI-KANSAS CITY,"KANSAS CITY,       MO,       64110",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,48824,"BRANDIZZI, FEDERICA",MSU FOUNDATION PROFESSOR,DEPARTMENT OF PLANT BIOLOGY,MSU DOE-PLANT RESEARCH LABORATORY,MICHIGAN STATE UNIVERSITY,"EAST LANSING,       MI,       48824",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,92182,"CAPELSON, MAYA",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGY,SAN DIEGO STATE UNIVERSITY,"SAN DIEGO,       CA,       92182",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,92037,"CATZ, SERGIO  DANIEL",PROFESSOR,DEPARTMENT OF MOLECULAR MEDICINE,THE SCRIPPS RESEARCH INSTITUTE,"LA JOLLA,       CA,       92037",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,75390,"CONACCI-SORRELL, MARALICE",ASSOCIATE PROFESSOR,DEPARTMENT CELL BIOLOGY,UT SOUTHWESTERN MEDICAL CENTER,"DALLAS,       TX,       75390",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,21205,"COPPENS, ISABELLE",PROFESSOR,DEPARTMENT OF MOLECULAR MICROBIOLOGY AND,IMMUNOLOGY,BLOOMBERG SCHOOL OF PUBLIC HEALTH,JOHNS HOPKINS UNIVERSITY,"BALTIMORE,       MD,       21205",
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,2115,"FINLEY, DANIEL  J",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02115",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,92037,"FREEZE, HUDSON  H",PROFESSOR AND DIRECTOR,GENETIC DISEASE PROGRAM,SANFORD BURNHAM PREBYS,"LA JOLLA,       CA,       92037",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,60637,"GLICK, BENJAMIN  S",PROFESSOR,DEPARTMENT OF MOLECULAR GENETICS AND,CELL BIOLOGY,UNIVERSITY OF CHICAGO,"CHICAGO,       IL,       60637",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,84112,"HOLLIEN, JULIE",PROFESSOR,DEPARTMENT OF BIOLOGY,SCHOOL OF BIOLOGICAL SCIENCES,THE UNIVERSITY OF UTAH,"SALT LAKE CITY,       UT,       84112",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,98195,"HOPPINS, SUZANNE  C",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,UNIVERSITY OF WASHINGTON,"SEATTLE,       WA,       98195",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,21205,"LEUNG, ANTHONY  K L",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND,MOLECULAR BIOLOGY,JOHNS HOPKINS UNIVERSITY,"BALTIMORE,       MD,       21205",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,27599,"MADDOX, AMY  S",PROFESSOR,DEPARTMENT OF BIOLOGY,UNIVERSITY OF NORTH CAROLINA,"CHAPEL HILL,       NC,       27599",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,6511,"MOGESSIE, BINYAM",ASSISTANT PROFESSOR,"DEPARTMENT OF MOLECULAR, CELLULAR AND",DEVELOPMENTAL BIOLOGY,YALE UNIVERSITY,"NEW HAVEN,       CT,       06511",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,44106,"MU, TINGWEI",ASSOCIATE PROFESSOR,"DEPARTMENTS OF PHYSIOLOGY, BIOPHYSICS, AND",NEUROSCIENCE,SCHOOL OF MEDICINE,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,       OH,       44106",
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,30322,"ONO, SHOICHIRO",ASSOCIATE PROFESSOR,DEPARTMENTS OF PATHOLOGY AND,CELL BIOLOGY,EMORY UNIVERSITY,"ATLANTA,       GA,       30322",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,78712,"PAREKH, SAPUN  ",ASSISTANT PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,COCKRELL SCHOOL OF ENGINEERING,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,14263,"PRAHLAD, VEENA",PROFESSOR OF ONCOLOGY,DEPARTMENT OF CELL STRESS BIOLOGY,ROSWELL PARK COMPREHENSIVE CANCER CENTER,"BUFFALO,       NY,       14263",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,33136,"SALAS, PEDRO",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,UNIVERSITY OF MIAMI,"MIAMI,       FL,       33136",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,2139,"SCHWARTZ, THOMAS",PROFESSOR,DEPARTMENT OF BIOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,"CAMBRIDGE,       MA,       02139",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,80309,"SHEN, JINGSHI",PROFESSOR,"DEPARTMENT OF MOLECULAR, CELLULAR, AND",DEVELOPMENTAL BIOLOGY,UNIVERSITY OF COLORADO,"BOULDER,       CO,       80309",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,14853,"SKIRYCZ, ALEKSANDR",ASSISTANT PROFESSOR,DEPARTMENT OF CLASSICAL BIOCHEMISTRY,BOYCE THOMPSON INSTITUTE,CORNELL UNIVERSITY,"ITHACA,       NY,       14853",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,26508,"SMITH, DAVID  M",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,SCHOOL OF MEDICINE,WEST VIRGINIA UNIVERSITY,"MORGANTOWN,       WV,       26508",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,12201,"SUI, HAIXIN",PRINCIPAL INVESTIGATOR,DIVISION OF TRANSLATIONAL MEDICINE,WADSWORTH CENTER,NEW YORK STATE DEPARTMENT OF HEALTH,"ALBANY,       NY,       12201",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,22908,"SUTHERLAND, ANN  E",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL BIOLOGY,UNIVERSITY OF VIRGINIA,"CHARLOTTESVILLE,       VA,       22908",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,3755,"WICKNER, WILLIAM  TOBEY",JAMES C. CHILCOTT '20 DISTINGUISHED PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,DARTMOUTH MEDICAL SCHOOL,"HANOVER,       NH,       03755",,,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,20892,"SMITH, JESSICA",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,6701 ROCKLEDGE DRIVE,"BETHESDA,       MD,       20892",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/12/2023,20892,"BRYANT, TAMIKA  NICHOL",EXTRAMURAL SUPPORT ASSISTANT,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTE OF HEALTH,"BETHESDA,       MD,       20892",,,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,55455,"MASHEK, DOUGLAS  G",PROFESSOR,"DEPARTMENT OF BIOCHEMISTRY, MOLECULAR BIOLOGY",AND BIOPHYSICS,UNIVERSITY OF MINNESOTA,"MINNEAPOLIS,       MN,       55455",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,10029,"BEVACQUA, ROMINA",ASSISTANT PROFESSOR,DEPARTMENT OF MEDICINE,DIVISION OF ENDOCRINOLOGY,DIABETES AND BONE DISEASE,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"NEW YORK,       NY,       10029",
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,2115,"BIDDINGER, SUDHA  B",ASSOCIATE PROFESSOR,DIVISION OF MEDICAL SCIENCES,DEPARTMENT OF PEDIATRICS,HARVARD UNIVERSITY,"BOSTON,       MA,       02115",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,5405,"CARR, FRANCES  E",PROFESSOR,DEPARTMENT OF PHARMACOLOGY,UVM CANCER CENTER,LARNER COLLEGE OF MEDICINE,UNIVERSITY OF VERMONT,"BURLINGTON,       VT,       05405",
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,1003,"CHUNG, SOONKYU",ASSOCIATE PROFESSOR,DEPARTMENT OF NUTRITION,UNIVERSITY OF MASSACHUSETTS AMHERST,"AMHERST,       NE,       01003",,,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,1A8,"GAISANO, HERBERT  YOUNG",UNIVERSITY OF TORONTO,DEPT OF MEDICINE & PHYSIOLOGY,ROOM 7226 MED SCI BLDG,RM 7226 MED SCI BLDG,"TORONTO,       ON,       M5S 1A8",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,37232,"GANNON, MAUREEN  A",PROFESSOR,GARLAND AVENUE,VANDERBILT UNIVERSITY SCHOOL OF MEDICINE,"NASHVILLE,       TN,       37232",,,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,90027,"GEORGIA, SENTA  K",ASSOCIATE PROFESSOR,DIVISION OF ENDOCRINOLOGY,DEPARTMENT OF PEDIATRICS,CHILDREN'S HOSPITAL OF LOS ANGELES,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES,       CA,       90027",
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,77030,"HARTIG, SEAN",ASSOCIATE PROFESSOR,"DIVISION OF ENDOCRINOLOGY, DIABETES AND METABOLISM",DEPARTMENTS OF MEDICINE AND,MOLECULAR AND CELLULAR BIOLOGY,BAYLOR COLLEGE OF MEDICINE,"HOUSTON,       TX,       77030",
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,80045,"HAUGEN, BRYAN  R.",PROFESSOR OF MEDICINE AND PATHOLOGY,DEPARTMENT OF MEDICINE,SCHOOL OF MEDICINE,UNIVERSITY OF COLORADO,"AURORA,       CO,       80045",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,80045,"JENKINS, MAIGEN  MICHELLE BETHEA",RESEARCH INSTRUCTOR,PEDIATRICS,UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS,"AURORA,       CO,       80045",,,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,60607,"JIANG, YUWEI",ASSISTANT PROFESSOR,DEPARTMENT OF PHYSIOLOGY AND BIOPHYSICS,COLLEGE OF MEDICINE,UNIVERSITY OF ILLINOI AT CHICAGO,"CHICAGO,       IL,       60607",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,10021,"LO, JAMES  C",ASSOCIATE PROFESSOR,DIVISION OF CARDIOLOGY,DEPARTMENTS OF MEDICINE,WEILL CORNELL MEDICINE,"NEW YORK CITY,       NY,       10021",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,19104,"LONG, FANXIN",PROFESSOR,DEPARTMENT OF ORTHOPAEDIC SURGERY,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,"PHILADELPHIA,       PA,       19104",,,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,91010,"MA, KE",ASSOCIATE PROFESSOR,DEPARTMENT OF DIABETES COMPLICATIONS,AND METABOLISM,BECKMAN RESEARCH INSTITUTE AT CITY OF HOPE,"DUARTE,       CA,       91010",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,55905,"MATVEYENKO, ALEKSEY  V",PROFESSOR,"DIVISION OF ENDOCRINOLOGY, DIABETES",METABOLISM AND NUTRITION,MAYO CLINIC,"ROCHESTER,       MN,       55905",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,33701,"NAGY, LASZLO",PROFESSOR AND CO-DIRECTOR,DIVISION OF ENDOCRINOLOGY DIABETES AND METABOLISM,DEPARTMENT OF MEDICINE,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"ST. PETERSBURG,       FL,       33701",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,99354,"NAKAYASU, ERNESTO  SATOSHI",TEAM LEADER,BIOLOGICAL SCIENCES DIVISION,BIOSTRUCTURE AND FUNCTION,PACIFIC NORTHWEST NATIONAL LABORATORY,"RICHLAND,       WA,       99354",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,33458,"NETTLES, KENDALL  W",ASSOCIATE PROFESSOR,DEPARTMENT OF INTEGRATIVE STRUCTURAL,AND COMPUTATIONAL BIOLOGY,THE HERBERT WERTHEIM UF SCRIPPS INSTITUTE.,"JUPITER,       FL,       33458",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,78229,"NORTON, LUKE",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,DIVISION OF DIABETES,UNIVERSITY OF TEXAS HEALTH SAN ANTONIO,"SAN ANTONIO,       TX,       78229",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,53226,"OLIVIER-VAN STICHELEN, STEPHANIE",ASSISTANT PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,MEDICAL COLLEGE OF WISCONSIN,"MILWAUKEE,       WI,       53226",,,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,52242,"PEREIRA ALAMBERT, RENATA",ASSISTANT PROFESSOR,DIVISION OF ENDOCRINOLOGY AND METABOLISM,DEPARTMENT OF INTERNAL MEDICINE,UNIVERSITY OF IOWA,"IOWA CITY,       IA,       52242",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,0A9,"POITOUT, VINCENT",PROFESSOR OF MEDICINE,DEPARTMENT OF MEDICINE,UNIVERSITY OF MONTREAL,"MONTREAL,       QC,       H2X 0A9",,,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,40536,"RASHID, CETEWAYO  SAIF",ASSISTANT PROFESSOR,DEPARTMENT OF PHARMACOLOGY AND NUTRITIONAL SCIENCE,COLLEGE OF MEDICINE,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40536",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,63110,"REMEDI, MARIA  SARA",ASSOCIATE PROFESSOR,"DIVISION OF ENDOCRINOLOGY, METABOLISM",AND LIPID RESEARCH,DEPARTMENT OF MEDICINE,WASHINGTON UNIVERSITY IN ST. LOUIS,"ST. LOUIS,       MO,       63110",
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,95616,"RYAN, KAREN",ASSOCIATE PROFESSOR,"DEPARTMENT OF NEUROBIOLOGY, PHYSIOLOGY",AND BEHAVIOR,UNIVERSITY OF CALIFORNIA AT DAVIS,"DAVIS,       CA,       95616",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,10010,"SHAMSI, FARNAZ",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR PATHOBIOLOGY,NEW YORK UNIVERSITY COLLEGE OF DENTISTRY,"NEW YORK,       NY,       10010",,,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,30303,"SHI, HANG",PROFESSOR,DEPARTMENT OF BIOLOGY,GEORGIA STATE UNIVERSITY,"ATLANTA,       GA,       30303",,,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,60637,"TERSEY, SARAH  A.",RESEARCH ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,"SECTION OF ENDOCRINOLOGY, DIABETES, AND METABOLISM",UNIVERSITY OF CHICAGO,"CHICAGO,       IL,       60637",,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,90095,"TONTONOZ, PETER  J",PROFESSOR,DEPARTMENT OF PATHOLOGY,AND LABORATORY MEDICINE,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",SCHOOL OF MEDICINE,"LOS ANGELES,       CA,       90095",
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,73104,"WELLBERG, ELIZABETH",DEPARTMENT OF PATHOLOGY,THE UNIVERSITY OF OKLAHOMA COLLEGE OF MEDICINE,"OKLAHOMA CITY,       OK,       73104",,,,
CELL SIGNALING AND MOLECULAR ENDOCRINOLOGY STUDY SECTION,CSME,6/10/2024,48201,"ZHANG, KEZHONG",PROFESSOR,"DEPT. OF BIOCHEMISTRY, MICROBIOLOGY AND IMMUNOLOGY",CENTER FOR MOLECULAR MEDICINE AND GENETICS,SCHOOL OF MEDICINE,WAYNE STATE UNIVERSITY,"DETROIT,       MI,       48201",
